category,text
tech,digit guru float sub-$100 pc nichola negropont chairman founder mit medium lab say develop laptop pc sale 100 £53 tell bbc world servic programm digit hope educ tool develop countri say laptop child import develop child famili villag neighbourhood say child use laptop like text book describ devic strip laptop run linux base oper system display 20 need rear project imag ordinari flat panel second trick rid fat skinni gain speed abil use small processor slow memori devic probabl export kit part assembl local cost mr negropont say profit ventur recognis manufactur compon make money 1995 mr negropont publish bestsel digit wide see predict digit age concept base experi state main child give laptop comput home work idea popular child initi receiv resist teacher problem laptop get break mr negropont adapt idea work cambodia set school wife give child laptop 25 laptop year ago break kid cherish thing tv telephon game machin textbook mr negropont want laptop common mobil phone conce ambiti nokia 200 million cell phone year claim go 200 million laptop big number talk year talk month plan distribut end 2006 discuss chine educ ministri expect larg order china spend 17 child year textbook year distribut sell laptop quantiti million ministri educ cheap market overhead away
business,brazil buy boost belgium inbev belgian brew giant inbev see profit soar thank acquisit brazil big beer firm ambev year inbev make stella artoi say pre tax profit 2004 rise 56 1.16bn euro 1.5bn £800 say expect solid growth 2005 perform come sale 21 8.6bn euro firm interbrew world big brewer volum buy ambev august 2004 acquisit mean sale volum grow 57 2004 month ambev sale account increa beermak anheus busch sell beer volum inbev big term valu sale continu demand inbev product south american market brazilian arm popular mean expect boost turnov brazil busi say ing analyst gerard rijk inbev strong perform ambev boost share brazil beer market 62 end 2003 68 decemb 2004 inbev report contrast inbev european busi see volum sale fall 2.5 central eastern european sale rise 12 overal net profit 42 719 euro
tech,net regul possibl blur boundari tv internet rais question regul watchdog ofcom say content tv internet set close year tv qualiti video onlin norm debat westminst net industri consid option lord curri chairman super regul ofcom tell panel protect audienc primari concern watchdog despit have remit regul net content disquiet increa internet servic provid speech ofcom recent month hint regul option debat organis internet servic provid associ ispa lord curri rule possibl regul challeng aris boundari tv internet truli blur balanc strike protect consum allow assess risk say adopt rule current exist regul tv content self regul current practic net industri discuss studi suggest million household uk adopt broadband end 2005 technolog open door tv content deliv net internet servic provid medium compani stream video content web bt set entertain divis creat distribut content come sourc bskyb itv bbc head divis andrew burk speak possibl creat content platform risqu new age celebr chef serv explet hot dinner sure push limit say fact say content request consum go length download mayb entir regul free internet servic provid long claim respon content carri server law commiss dub mere conduit 2002 defenc appli actual knowledg illeg content fail remov level respon test high profil legal case richard ayer portal director tiscali say littl point tri regul internet imposs huge chang afoot 2005 predict compani bbc offer tv content net bbc plan interact medium player surfer chanc download programm eastend gear net tv mainstream rais new set question say vast sum money involv maintain network suppli huge quantiti datum herald new digit licenc fee say mr ayer inappropri net content obvious pornographi view child continu domin headlin internet regul remain polit issu say mp richard allan liber democrat spokesman mr allan think answer lie cri imposs regul appli offlin law onlin fact instead see regul bring onlin futur bring end regul know tv content lord curri depart panel agre realiti internet peopl power like reign content demand consum pull push consum choic watch watersh net say mr burk
entertainment,india deport bollywood actress india order deport iranian bear model actress negar khan norway say work illeg visa khan raunchi role music video bollywood film past year distress actress tell medium drive straight airport routin appoint bombay immigr offic immigr offici say warn visa year khan tell indian news channel mobil phone let home bag cloth money notic don know take away like wrong visa say work allow lawyer bipin bihari deputi polic chief bombay say khan send norway hold passport avail flight visitor visa engag commerci ventur say issu notic year view go norway return year work khan big success steami hindi song chadti jawani rise youth khan involv controversi topless photo alleg appear norwegian magazin
politics,labour mp prais tori campaign conserv lot smart way conduct gener elect campaign labour backbench say derek wyatt say have month campaign turn voter suggest peopl bore thing want great campaign role chancellor gordon brown labour say economi heart campaign mr brown promin role mr wyatt argu way current figur poll peopl trust deliv year economi unmatch world tad foolish labour parti use past elect labour elect chief alan milburn deni attempt sidelin mr brown face critic let tori set agenda mr wyatt predict campaign way properli chancellor deliv budget mp sittingbourn sheppey say prime minist toni blair tri hard improv stand elector sort campaign trust mr blair hurt iraq controversi ad labour parti spokesman play differ mr wyatt say mr brown promin campaign role elect choic labour take britain forward conserv take
sport,ireland 17 12 south africa ronan gara score ireland point home claim second win south africa emot day lansdown road gara half tri poach quick tap penalti help irish 8 3 lead half time gara penalti extend ireland lead 17 6 game enter final quarter perci montgomeri penalti set frantic finish ireland hold claim famou victori ireland begin strongli lead match ten close fight awar threat pose south african ireland press hard outset play impress rugbi search breakthrough earli deni hicki think tri delight backlin shane horgan pass adjudg go forward refere paul honiss ireland continu press show intent opt line 19th minut straight forward point offer south african infre minut later lead ireland point gara take quick tap penalti charg opposit line irish tri springbok feel hard captain john smit play gara pounc refere honiss tell skipper warn player consist infre sting score south african repli tri 60 second geordan murphi ankl tap tackl deni certain tri perci montgomeri springbok win penalti minut later montgomeri easili slot cut ireland lead 5 3 ireland get jail south african overlap near irish line wast chanc sustain springbok pressur irish produc attack 34th minut culmin gara clever drop goal restor lead point remain margin half time sustain irish pressur immedi half time reward gara penalti montgomeri respond quickli slot superb penalti near right touchlin cut ireland lead point montgomeri burst irish defenc 48th minut take superb girvan dempsey tackl prevent tri south african suffer doubl blow 52nd minut schalk burger sin bin second week row kill ball gara punish transgress notch penalti 61st minut hicki leave frustrat poor pass girvan dempsey chanc seal match wast late tackl brian driscol enabl gara notch penalti 63rd minut extend ireland lead 17 6 montgomeri penalti ireland lead peril springbok close point seven minut remain south africa produc huge effort close minut ireland hold claim deserv victori dempsey murphi driscol capt horgan hicki gara stringer corrigan byrn hay kelli connel easterbi connor foley sheahan horan callaghan miller easterbi humphrey magg montgomeri paul joubert de wet barri willem van der westhuyzen du preez du randt smit captain andrew botha matfield burger aj venter van niekerk shimang cj van der lind britz rossouw claassen de villier du toit fouri paul honiss new zealand
business,yuko drop bank court bid russian oil compani yuko drop threat legal action bank accus involv sale key yugansk unit state own rosneft buy unit 9.3bn £5bn yuko forc sell asset meet 27.5bn tax bill yuko say sale illeg pursu damag court lawyer accept abn amro bnp pariba calyon jp morgan chase bank dresdner kleinwort wasserstein involv sale financ yuko outstand complaint deutsch bank alleg leader consortium bid yugansk state ga monopoli gazprom compani accus gazprom russian feder russian firm gazprom expect win decemb auction end bid yugansk sell littl know shell compani turn buy rosneft yuko claim downfal punish polit ambit founder mikhail khodorkovski firm financ chief base file bankruptci houston texa seek court injunct sale deutsch bank suggest yuko artifici manufactur legal case stop sale main asset hear schedul februari 16 17 rule court jurisdict case
politics,royal success shake labour peer withdraw propos femal member royal famili right male legisl end right male heir old sister succeed crown torn ancient legisl ban heir throne marri roman cathol govern refu lord dub success crown bill say complex rais constitut issu lord chancellor lord falcon agre 1701 act settlement govern success discriminatori ad practic purpos effect limit chang propos lord dub complex controversi undertak rais major constitut issu say lord falcon say 22 member royal famili line success princ wale elig succeed unaffect act simpl matter tinker lightli wish remov form discrimin isn proper form ad rule chang futur say lord dub privat member bill pass peer urg mp oppos common lord dub agre withdraw bill second read hous lord urg govern think later stage forev don want chang thing difficult tell peer debat labour peer minist say monarchi symboli valu countri don want situat valu countri move monarchi centuri time sure oppos discrimin ground gender sure oppos discrimin cathol oppon bill includ tori lord campbel alloway bishop winch rt rev michael scott joynt say separ state church england christian faith secular state markedli toler rt rev scott joynt argu
business,fiat chief take steer wheel chief execut fiat conglomer take day day control struggl car busi effort turn sergio marchionn replac herbert demel chief execut fiat auto mr demel leav compani mr marchionn fourth head busi expect 800 euro 1bn loss 2004 year fiat underperform market europ year see flat sale car busi oper loss year forc push break target 2005 2006 manag chang wide shake busi follow fiat resolut disput gener motor major restructur fiat integr maserati car compani current own ferrari oper ferrari fiat own major stake separ float stock market 2006 2007 mr marchionn join compani year say fiat auto princip focu attent decis post chief execut auto unit speed compani recoveri say profound cultur transform underway follow manag reorganis deliv agil effici structur ad mr marchionn background car industri play increa role group activ year say seri new model launch group recoveri plan boost revenu hope car busi good know alfa romeo marqu expect loss 800 euro 2004 sale expect fall 2005 fiat say week exit unprofit area rental car market mr demel car industri veteran take helm novemb 2003 recruit fiat chief execut giusepp morchio mr morchio bid year chairman death presid umberto agnelli reject find agnelli famili mr morchio subsequ resign early week fiat reach agreement gm dissolv allianc oblig gm buy italian firm outright gm pay fiat 2bn settlement
tech,bt offer free net phone call bt offer custom free internet telephon call sign broadband decemb christma away entitl custom free telephon call uk internet user need use bt internet telephoni softwar know bt commun microphon speaker headset pc bt launch promot potenti broadband connect custom peopl want advantag offer need bt fix line custom sign broadband onlin offer limit 50 000 peopl sign limit free call includ call mobil non geograph number 0870 premium number intern number bt keen provid extra servic broadband custom peopl bt commun find far conveni way make pc say andrew burk director valu ad servic bt retail home high speed access provid increasingli offer add on cheap net call broadband telephoni attract custom bt want sure wave servic say ian fogg analyst jupit research bt commun quiet launch summer bt wave flag bit ad bt struggl maintain market share broadband subscrib competitor enter market report bt lose 10 market share year half broadband user 40 bt hope late offer persuad peopl jump broadband bandwagon current 1.3 million broadband subscrib
tech,mobil doubl bu ticket mobil soon doubl travel card nokia plan tri wireless ticket system german buse earli year travel citi hanau near frankfurt abl pay ticket pass phone smart card reader instal buse passeng need nokia 3220 handset special shell attach system reduc queue travel easy say nokia transport system world see advantag ticketless smartcard mobil phone step say gerhard roman head market develop nokia ticketless trial start earli 2005 peopl abl access transport inform timet phone nokia work electron giant philip develop shell mobil phone compat hanau exist ticket system system open possibl mobil devic interact everyday environ say mr roman shop product inform bu stop inform bu exampl pass advert rock star find detail concert rington tell bbc news websit confid trial run germani extend transport system countri technolog offer access lot servic make easi inform want say
politics,tori leader clear work scottish conserv parti leader david mcletchi claim clear potenti conflict interest edinburgh msp earn £30 000 year law firm tod murray partner mr mcletchi say take advic holyrood offici detail need declar advis exercis judgement avoid percept conflict say wrong msp mr mcletchi sign parliamentari motion question expan plan edinburgh airport emerg tod murray client oppos develop mr mcletchi seek guidanc standard committe clarifi posit bbc scotland polit correspond glenn campbel say complaint mr mcletchi question rais dual role glenn say msp advis guard conflict interest percept conflict mr mcletchi say clear conflict interest aris case judgement take effect vindic look advic give alleg unfound say chang respect work law firm matter discuss partner tod murray firm good work relationship year say mr mcletchi don suppos ll work forev lawyer politician deserv retir will time limit
tech,disney back soni dvd technolog gener dvd technolog back soni receiv major boost film giant disney say produc futur dvd soni blu ray disc technolog rule rival format develop toshiba compet dvd format blu ray develop soni toshiba hd dvd court film studio month gener dvd promis high qualiti pictur sound lot datum technolog use blue laser write inform short wavelength datum store disney late studio announc technolog back format battl mirror 1980 betamax versu vh war soni lose jvc fight current battl hollywood heart mind crucial high definit film bring billion revenu studio prefer use standard month paramount univer warner brother say opt toshiba nec back format hd dvd high definit disc studio current produc 45 dvd content soni pictur entertain mgm studio stake allegi blu ray disc associ member includ technolog compani dell samsung matsushita twentieth centuri fox announc technolog support fox decid blu ray mean format 47 share dvd content disney say film avail blu ray format dvd player standard go sale north america japan expect 2006 univer start produc film hd dvd format 2005 paramount start relea titl standard 2006 toshiba expect sale hd dvd reach 300bn yen 2.9bn £1.5bn 2010
business,air jamaica state control jamaican govern regain control air jamaica bid help ail compani financi difficulti firm fail money state sell major stake hotel tycoon gordon stewart 1994 common carrier air jamaica debt 560 £291 hit high fuel cost impact 11 septemb attack compani restructur aim find new buyer administr commit viabl nation airlin serv major catalyst economi say financ minist omar davi 35 year old airlin transport 55 passeng island pilot reportedli good pay industri senior member staff earn excess 234 000 year
sport,mourinho defiant chelsea form chelsea boss jose mourinho insist sir alex ferguson arsen wenger swap place mourinho knock fa cup newcastl sunday see barcelona secur 2 1 champion leagu leg lead nou camp deni club suffer dip form leagu rival arsen manch unit exploit speak blip well posit mourinho say want chang posit leagu point carl cup final thing well posit fa cup champion leagu team team good posit chelsea mourinho say import team result perspect don tri pressur pressur warn lose import game week newcastl fa cup don think defeat leg tie real defeat 2 1 half time ask chelsea honeymoon mourinho repli 20 year honeymoon wife day club happi day
business,bank payout pinochet victim bank say donat 8 victim chilean militari ruler augusto pinochet regim madrid court settlement rigg bank money special fund manag madrid base chariti salvador allend foundat help abus victim bank accus illeg conceal gen pinochet asset 3 000 peopl kill polit reason gen pinochet regim offici report say month court rigg bank plead guilti fail report suspici activ relat account hold gen pinochet govern equatori guinea occas order pay fine 16 m. gen pinochet trial human right violat 1973 90 rule despit high profil case face charg relat murder chilean disappear investig tax evas tax fraud embezzl state fund gener oppon rejoic settlement agre court spanish capit madrid lawyer victim eduardo contrera tell reuter news agenc demonstr horror pinochet dictatorship mysteri world know victim deserv repar rigg spokesman mark hendrix say settlement detail announc week opportun enabl institut matter tell reuter settlement follow legal complaint file bank spanish judg baltasar garzon alleg illeg conceal asset bank agre creat fund victim charg drop
entertainment,chariti anthem relea world american chariti anthem inspir success band aid issu rais money aid research tsunami victim 40 star sing group usa africa includ lionel richi diana ross ray charl bob dylan michael jackson bruce springsteen top chart uk rais million dollar african famin relief relea mark 20th anniversari origin record issu disc dvd set featur footag record session track januari 1985 singl origin relea 7 march 1985 sell 800 000 copi week go win grammi song year record year
sport,newcastl line babayaro newcastl manag graem souness close sign chelsea defend celestin babayaro transfer window reopen souness bid bolster defenc accord report contract negoti advanc stage player babayaro premiership 1997 move chelsea £2.25 anderlecht 26 year old surplu requir season souness draw specif individu player say tell chairman work hard coupl month tri deal say day want strengthen hope come week
politics,labour core support take stock toni blair tell labour support hungri job prime minist sum mood parti spring confer gateshead elector keener govern labour parti member dri assess graham lane leader labour group newham council problem accord mr lane continu divis iraq foundat hospit tuition fee voter apathi mr blair new slogan vote blair brown tell peopl doorstep don worri go soon friend saxon spenc leader devon counti labour group lay blame lack campaign zeal issu underestim impact war iraq lose peopl local parti key role friend fire gordon brown speech saturday appeal core labour valu social justic health educ real passion think feel littl jade remind join parti place say mr spenc hadn walk stage clap ad mr lane brownit spring confer equal ardent fan mr blair stephen dougla 26 wale say pm speech sunday think bit turn point give roast issu guy toni martin burnley say leader win term bloke deliv malcolm shipley shipley say come round right approach katrina bull prospect parliamentari candid say mr blair show rous parti grassroot think voter abl spend time room toni way today problem turnout emerg q&a session mr blair tieless suprem ea answer question pose parti websit parti councillor nottingham agre wrong mr blair leadership adam campaign strength parti citi strong iraq insist factor voter big problem get moment get poll say go run away elect sound great creat sen complac voter think great problem iraq say nottingham citi councillor brian parbutt mr blair vocal critic agre thing master sort glossi high profil campaign labour hallmark epitomis friday whistl stop tour margin seat group shop steward swan hunter shipyard say face redund bare suppress anger mr blair failur see shake tori lean stand manufactur north east scath alleg benefit showpiec project confer venu sage centr herald john prescott weekend symbol labour success urban regener good have sage baltic haven get money entranc fee say terri telford ask mr blair bravura perform friday man agre brilliant doorstep push labour messag come elect time fire elect point complac far labour parti fire elect say richi porterhous mr telford agre ad increasingli difficult think answer peopl ask labour north east door slam face say activist speak say proud believ labour achiev local commun new hospit school well life chanc young peopl problem face say convert local feelgood factor vote reli secret weapon activist tori leader michael howard
entertainment,rapper film music video jail rapper await trial murder film music video jail anger sheriff say trick let tv crew murder member rap group tru film orang prison suit video hear singl new orlean jail await second trial origin convict throw plea jefferson parish sheriff harri lee say video jail footag video film crew permiss interview murder court tv local cabl mr lee say know rapper film video album bar say fool let camera rapper lawyer ron rakoski say line didn wrong mr rakoski say well murder real corey miller sit wast away guy jail make construct use time instead wither away say lose year life lock crime commit local group victim citizen crime say work bar suspect murder case don think allow privileg especi earn money total clear group presid beverli siemssen say 2003 murder find guilti kill 16 year old nightclub decis throw april face second trial charg second degre murder brother group tru 10 album late 1990 go solo score 10 album
sport,england defens crisi grow england defens worri deepen follow withdraw tottenham ledley king squad face holland chelsea john terri wayn bridg leav coach sven goran eriksson real problem wednesday match villa park injur rio ferdinand sol campbel leave squad matthew upson pull we brown jami carragh like makeshift partnership terri captain chelsea push premiership titl certain starter absenc campbel ferdinand pull bruis knee like replac carragh alongsid brown manch unit brown play england defeat australia upton park februari 2003 25 year old call squad sunday night cover follow enforc withdraw upson hamstr injuri brown look certain add talli seven senior appear england king forc pull groin injuri assess england medic staff eriksson decid have summon phil nevil bridg pull foot injuri
sport,campbel extend sprint career darren campbel set sight run quicker decid retir sprint campbel win olymp 4x100 relay gold unsur futur tell live sportsweek train decid didn hunger walk away ve start thoroughli enjoy look forward ve get run 10 second 100 20 second 200 campbel british quartet shock american win relay gold athen august newport base athlet team mate jason garden marlon devonish mark lewi franci reward mbe new year honour list campbel relay triumph disappoint display individu 100 200 event athen fail reach final 31 year old win olymp 200 silver sydney 2000 say game hamstr injuri stop run good criticis time olymp champion michael johnson cast doubt campbel injuri claim athen final gold ve tri 24 year big relief say campbel chanc prove fit challeng individu medal season challeng medal season differ unfortun pick injuri olymp campbel set 100 person good 10.04sec win european titl budapest 1998 run 20.13sec quarter final 200 sydney way olymp silver
politics,scot smoke ban detail set smoke free area save live improv scotland health minist jack mcconnel insist tell scottish parliament wednesday comprehens ban smoke public place introduc spring 2006 mr mcconnel say countri health rate lament smoke say fine £2 500 levi employ licenc remov non complianc early scottish execut consid rang option agre unanim introduc ban smoke public place statement parliament mr mcconnel say licen trade ask join expert committe prior ban come forc health argument far outweigh linger public disquiet complet ban claim licen trade job lose tell msp say intern market campaign tourist enjoy smoke free environ sick man europ imag thing past nation habit hold time come parliament acceler improv health declar health rate lament lack exercis drug abus excess drink eat unhealthi countri europ smoke clear scotland hold poor public health singl big contribut devolv govern reduc toll prevent death caus smoke legisl introduc health servic miscellan provis bill consid parliament christma main point plan comprehens ban smoke enclo public place scotland legisl enforc environment health local licen offic license employ fail enforc law face fine maximum £2 500 license persist refu compli law face ultim sanction lose liquor licenc system issu fix penalti notic individu break law examin individu persist break law face maximum fine £1 000 mr mcconnel claim evid smoke ban help smoker quicker smoke say fall cigarett sale 13 new york 16 ireland mr mcconnel ad near cent rise tax revenu new york bar restaur ireland point cent volum sale fall declin ban afternoon announc follow cabinet meet wednesday morn win broad support opposit parti scottish nation parti holyrood leader nicola sturgeon welcom ad public consult clock tick ban date say time come ban smoke public place evid ban cut death passiv smoke make easy 70 smoker desper want habit recognis peopl concern reserv peopl persuad scottish conserv parti leader david mcletchi question exempt ban keen know inmat scottish prison continu allow smoke mr mcletchi ask iron entir typic minist brave new scotland crimin smoker smoker crimin scottish green parti health spokeswoman eleanor scott say plea scotland follow success stori new york ireland believ major peopl scotland want have breath harm tobacco smoke
tech,pc ownership doubl 2010 number person comput worldwid expect doubl 2010 1.3 billion machin accord report analyst forr research growth drive emerg market china russia india report predict new pc market china ad 178 million new pc 2010 say low price comput local compani expect domin territori forr say report come week ibm pioneer pc busi sell pc hardwar divis china number comput maker lenovo 1.75bn £900 deal combin oper big pc vendor world today product western pc vendor win domin market long term simon yate senior analyst forr say instead local pc maker like lenovo group china aquariu russia well tailor pc form factor price point applic local market ultim win market share battl say current 575 million pc use global unit state europ asia pacif expect add 150 million new pc 2010 accord studi report forecast 80 million new pc user india 2010 40 million new user indonesia
entertainment,itun sell band aid song ipod owner download band aid singl itun appl reach agreement chariti appl unwil rais cost singl line download servic say band aid singl sale 79p usual cost song itun appl donat 70p chariti song download copi origin 1984 song avail download 79p proce go chariti 72 000 copi new band aid singl sell day relea monday accord sale figur track fast sell singl year far shift copi rest 30 combin hmv claim dido robbi william chri martin featur new version know christma rais money fight hunger africa track sell 500 000 copi £1 rais chariti cd sell £3.99 hmv virgin woolworth donat profit
tech,santi worm make unwelcom visit thousand websit bulletin board defac viru googl spread net santi worm appear 20 decemb 24 hour success hit 40 000 websit malici program exploit vulner wide phpbb softwar santi spread stop googl begin block infect site search new victim worm replac chat forum webpag announc site defac malici program soon infect site hit worm start randomli search websit run vulner phpbb softwar googl start block search queri rate infect tail sharpli messag send finnish secur firm secur googl secur team say seven hour respon like outrag think well review procedur improv respon time futur similar problem googl team say secur firm estim 1 websit run discuss group forum open sourc phpbb program bad attack search conduct morn 22 decemb produc 1 440 hit site show text defac messag peopl site hit santi affect worm santi malici program use googl help spread juli variant mydoom viru slow search googl program flood search site queri look new mail address send
sport,radcliff eye hard line drug paula radcliff call athlet find guilti drug charg treat crimin marathon world record holder believ need rid athlet suspicion innuendo greet fast time dope sport crimin offenc treat 30 year old tell sunday time cheat athlet cheat promot sponsor gener public radcliff comment come time american sport star suspicion steroid use catch possess perform enhanc drug carri penalti ad current system detect substanc abus athlet mean athlet know compet level play field hard work sacrific trump easy scientif rout athlet put good perform subject suspicion innuendo instead prais have receiv end accus like testifi hurt
politics,adult literaci govern hit target improv adult math literaci skill cour attract report say nation audit offic prais minist reach benchmark 750 000 adult england gain basic qualif year target 1.5 million 2010 need creativ idea 26 million adult lack math english skill level expect school leaver accord report half qualif achiev learner age 16 18 defin adult govern purpos compil figur normal adult defin age 19 number peopl gain qualif rise slowli auditor gener sir john bourn say high level literaci numeraci benefit england social econom peopl opportun live rich live 2001 govern launch scheme aim reduc illiteraci innumeraci sir john say substanti progress ad begin govern partner need creativ respon £3.7bn spend implement programm 2006 report recommend gather detail educ need area cour set meet local demand exist adult learner use enthusiasm commit local knowledg attract peopl depart educ skill use personalis learn work voluntari group council employ assess adult learner progress frequent interv report add govern announc reach 2004 target early month prime minist toni blair say start journey estim 5.2 million adult wor literaci expect 11 year old 14.9 million numeraci skill level think cost uk economi hundr million pound year qualif achiev take govern scheme rang gcse equival particip target set 2.25 million 2010 interim figur 1.5 million 2007 educ minist ivan lewi say continu use creativ way involv peopl low skill level report show effort gather pace shadow educ secretari tim collin say report day highlight labour failur ensur young peopl acquir necessari level literaci numeraci work life employ busi leader repeatedli voic concern number school leaver basic skill govern offer talk liber democrat educ spokesman phil willi ad far littl enabl adult learner fit learn busi live
business,bank hold interest rate 4.75 bank england leave interest rate hold 4.75 wide predict rate go time novemb 2003 bank seek cool hous market consum debt remain unchang august recent datum indic slowdown manufactur consum spend mortgag approv retail sale disappoint christma analyst put drop consum confid rise interest rate accompani slowdown hous market knock consum optim caus sharp fall demand expen good accord report early week british retail consortium brc say britain retail endur bad christma decad today chang decis correct say david frost director gener british chamber commerc bcc clear sign economi slow mpc readi quick correct action cut rate dismal report retail trade christma sale worri indic gener weaken consum spend mr frost ad hous market outlook remain highli uncertain wide accept hous price start fall sharpli risk face economi worsen consider cbi chief economist ian mccafferti say economi slow recent month respon rate rise difficult gaug christma period like pace activ summer bank have juggl emerg inflationari pressur drive tight labour market buoyant commod price risk abrupt slowdown consum activ say interest rate like remain hold time thursday gloomi news manufactur offic nation on statist reveal british manufactur output unexpectedli fall novemb fifth month past on say manufactur output drop 0.1 novemb match similar unrevis fall octob confound economist expect 0.3 rise manufactur organis eef say expect hold interest rate continu near futur say evid manufactur confid wane outlook world economi uncertain far evid suggest year rate increa help rebal economi damag recoveri manufactur say eef chief economist steve radley busi outlook start deterior bank stand readi cut rate economist predict rate drop later year feel bank think need rise 5 happen bank remain concern long term risk pose person debt rise 15 year econom condit worsen
entertainment,mumbai bomb movi postpon relea film mumbai bombay blast 1993 postpon follow protest trial bomb investig blast kill 250 peopl wound 1 000 film black friday open india friday 36 peopl accus connect blast say screen trial mumbai high court postpon film launch 3 februari black friday base novel write journalist hussain zaidi look 15 explo rock mumbai 12 march 1993 director anurag kashyap say film relea delay book sale year go book movi mr kashyap lawyer mihir desai say second time accus connect blast seek legal intervent film previous ask line movi poster claim film portray true stori bombay bomb blast remov lawyer maje memon say argu film tell true stori court struggl find truth say remov line promot poster assur mumbai bomb case india long run trial special court set hear case regular hear take place year wit question
politics,act detent rule uk urg govern act quickli law lord rule detent foreign terror suspect trial unlaw mari robinson say un commission human right irish presid tell radio 4 today govern respon scrutini intern troubl govern accept judgement work say home secretari charl clark say detaine free present speak parliament day offic home secretari follow david blunkett resign mr clark say ask parliament renew legisl new year meantim studi judgement care possibl modifi legisl address concern rais hous lord mr robinson say law lord rule line intern legal opinion prais decis major law lord acknowledg role govern disproportion use amount execut detent discriminatori didn appli british citizen say mr robinson warn lack action british govern lead action legal arena european court human right strasbourg govern accept rule redress includ possibl damag individu claim govern tardi resist implic judgement law lord say meet club madrid group world leader hold spanish capit march anniversari train bomb probabl discuss rule implic doubt judgement look posit step clarifi law restat fundament principl respon british govern clear intern scrutini detaine take case hous lord court appeal back home offic power hold limit charg govern opt european convent human right concern right fair trial order bring anti terror legisl respon 11 septemb attack foreign nation suspect link terror detain opt deport law lord say rule incompat european convent human right allow detent way discrimin ground nation immigr statu case hear panel law lord usual constitut import case
business,economi strong elect year uk busi set prosper month trigger interest rate rise accord report optim high 1997 busi reap benefit continu rise public spend research bdo stoy hayward bank england expect rate hold week later year rate like rise anticip gener elect bdo optim index lead indic gdp growth quarter ahead edg januari 102.5 102.2 octob rise increa public spend increa merger acquisit activ thing blight busi optim year uncertainti associ gener elect bdo say bdo output index predict gdp movement quarter advanc remain 100.8 januari impli gdp growth 2.9 second quarter 2005 output index hold recent interest rate rise sterl strength dollar high oil price group note inflat index rise continu 8 month climb 110.0 januari 108.0 octob year uk look strong go gener elect busi need prepar jolt ahead bank england react growth inflationari pressur say peter hemington partner bdo stoy hayward growth probabl slow end 2005 like high interest rate sharp drop demand product servic
entertainment,bene make award breakthrough film actress annett bene oscar star role award win film julia bene bear texa 1958 gain promin string key role oscar far elud statu hollywood favourit actress remain solid big oscar buzz recent year bene role troubl carolyn burnham 1999 american beauti delici neurot portray surburban life turn sour overlook favour hilari swank lead role boy don cri open career theatr gain toni award nomin 1986 bene low key spell televis film debut sex starv wife 1988 great outdoor opposit comic dan akroyd john candi follow cameo postcard edg bene breakthrough role come 1990 play seduct con artist myra langtri grifter role win oscar nomin despit rave review bene win good support actress academi award high profil perform enabl bene captur role number big budget hollywood product co star hollywood great player includ robert de niro harrison ford role opposit warren beatti 1991 gangster flick bugsi great impact bene play virginia hill role win high critic acclaim film pick stagger 12 oscar nomin bugsi start signific liaison bene marri beatti child coupl promot film europ coupl child pair contrast success perform pepper bene career mid-1990 play michael dougla opposit number romant comedi american presid fieri queen elizabeth contemporari adapt shakespear richard iii bene choic play femal lead american beauti director sam mend film debut critic commerci success actress content bafta award strong perform current film julia bene award win actress perenni nomine success golden globe witti tale reveng love set 1930 london see eponym theatric diva play bene grow tire success fall young american role final win covet academi award
sport,rusedski forc marseil greg rusedski forc withdraw open 13 marseil thursday rib injuri british number schedul play qualifi sebastien de chaunac beat world number guillermo coria 6 4 7 5 round rusedski unabl court problem leave hand rib cage american taylor dent caus shock 7 6 6 2 victori second seed david nalbandian seed joachim johansson beat frenchman gill simon 7 6 6 3 match day sixth seed feliciano lopez defeat ivo karlov win slovakia karol beck croatian duo ivan ljubic mario ancic
sport,radcliff enjoy win comeback paula radcliff triumphant return competit run victori new york marathon briton run time drop olymp marathon 10 000 hold kenyan susan chepkemei thrill finish pair lock mile radcliff final sprint clear win hour 23 minut 10 second good way end year say readi good rest radcliff decid recent run race doubt suffici recov olymp ordeal 11 week ago world record holder promin head field race rival slowli drop pace chepkemei radcliff leave content race come final mile kenyan burst speed throw radcliff briton manag hang runner look suffer reach final mile central park radcliff manag dredg final sprint chepkemei close finish race histori process huge step era disappoint suffer athen
