category,text
business,watchdog probes vivendi bond sale french stock market regulator amf has filed complaints against media giant vivendi universal  its boss and another top executive.  it believes the prospectus for a bond issue was unclear and that executives may have had privileged information. amf has begun proceedings against vivendi  its chief executive jean-rene fourtou and chief operating officer jean-bernard levy. vivendi advisor deutsche bank was also the subject of a complaint filing. deutsche bank  which was responsible for selling the convertible bonds to investors  could face penalties if the complaint is upheld.  vivendi has said it believes there is  no legal basis  for the complaints. the watchdog is said to believe the executive pair were party to  privileged information  surrounding the issue of the bonds. both men bought some of the bonds  the associated press news agency reported. amf is investigating claims that the duo were aware of an interest in vivendi s us assets from investor marvin davis  at the time of the bond sale. vivendi  however  has said that the information was public knowledge as mr davis  offer for the us assets had already been rejected by vivendi s board. amf is also looking into whether the executives knew that vivendi was considering exercising its right to buy british telecom s shares in cegetel. vivendi has rejected the charge  saying the decision to buy the cegetel shares was  no more than a possibility  of which the public was perfectly aware  at the time of the bond issue. back in december  vivendi and its former chief executive jean-marie messier were each fined 1m euros ($1.3m; £690 000) by amf. the fines came after a 15-month probe into allegations that the media giant misled investors after a costly acquisition programme went wrong.
tech,remote control rifle range debuts soon you could go hunting via the net.  a texas company is considering letting web users use a remote-controlled rifle to shoot down deer  antelope and wild pigs. for a small fee users will take control of a camera and rifle that they can use to spot and shoot the game animals as they roam around a 133-hectare texas ranch. the live-shot website behind the scheme already lets people practise shooting at targets via the internet.  john underwood  the man behind the live-shot website  said the idea for the remote-control hunting came to him a year ago when he was watching deer via a webcam on another net site.  we were looking at a beautiful white-tail buck and my friend said  if you just had a gun for that . a little light bulb went off in my head   mr underwood told the reuters news agency. a year s work and $10 000 has resulted in a remote-controlled rig on which sits a camera and .22 calibre rifle. mr underwood is planning to put one of these rigs in a concealed location in a small reserve on his texas ranch and let people shoot at a variety of game animals. also needed is a fast net connection so remote hunters can quickly track and aim at passing game animals with the camera and rifle rig. each remote hunting session will cost $150 with additional fees for meat processing and taxidermy work. species that can be shot will include barbary  corsican and mouflon sheep  blackbuck antelope and wild pigs. already the live-shot site lets people shoot 10 rounds at paper and silhouette targets for $5.95 for each 20-minute shooting session. for further fees  users can get the target they shot and a dvd recording of their session. handlers oversee each shooting session and can stop the gun being fired if it is being aimed off-range or at something it should not be. mr underwood said that internet hunting could be popular with disabled hunters unable to get out in the woods or distant hunters who cannot afford a trip to texas. in a statement the rspca said it had  grave concerns  about people being allowed to go online and remotely control a rifle.  we assume it would be extremely difficult to accurately control a gun in this way and therefore it would be difficult to ensure a  clean kill   something the rspca accepts is the intention of those shooting for sport   it said.  animals hit but not killed would without doubt be caused to suffer unnecessarily   said the statement. mike berger  wildlife director of the texas parks and wildlife department  said current hunting statutes did not cover net or remote hunting. he said state laws on hunting only covered  regulated animals  such as native deer and bird species. as such there was nothing to stop mr underwood letting people hunt  unregulated  imported animals and wild pigs. mr underwood also lets people come in person to the ranch to hunt and shoot game animals.
sport,hingis hints at playing comeback martina hingis has admitted that she might consider a competitive return to tennis if an appearance in thailand later this month goes well.  the former world number one will play at the volvo women s open in pattaya  which starts on 31 january  as part of her charity work in the region.  the tournament is a test   she said.  i don t know how my body will react.  i support several charities in thailand. i m also playing to see where i am.  speaking to le matin  the 24-year-old swiss added:  at pattaya there will not be as many people and the players are ranked between the 30th and 95th in the world.  hingis was 22 when she retired after having surgery on both ankles  and her last wta event was in filderstadt  germany  in october 2002  when she lost to elena dementieva.
business,umbro profits lifted by euro 2004 uk sportswear firm umbro has posted a 222% rise in annual profit after sales of replica england football kits were boosted by the euro 2004 tournament.  pre-tax profit for 2004 was £15.4m ($29.4m). umbro  which recently lost sponsorship deals with chelsea and celtic  said on thursday it had signed a new four-year agreement with scottish club rangers. it hopes 2005 sales will benefit from the launch of a new england replica shirt ahead of the 2006 world cup. in january  umbro announced its sponsorship agreement with chelsea  which gave umbro the lucrative right to make replica shirts  would end in 2006  five years earlier than expected. the firm  which is to receive a payment from chelsea of £24.5m  said it is  appraising a number of additional investment opportunities as a result of this compensation  . chief executive peter mcguigan said the firm plans to grow sales both in the uk and internationally.  the firm  reporting its first annual results since listing on the london stock exchange in june  said the uk market had seen sales growth of 8% last year. it said the launch of its evolution x fashion range had boosted sales. umbro supplies more than 150 teams across the world including the national sides of ireland  sweden and norway. shares in umbro were up 1.76% at 115.5 pence in morning trade.
business,germany nears 1990 jobless level german unemployment rose for the 11th consecutive month in december - making the year s average jobless total the highest since reunification.  the seasonally adjusted jobless total rose a higher than expected 17 000 to 4.483 million  the bundesbank said. allowing for changes in calculating statistics  the average number of people out of work was the highest since 1990 - or a rate of 10.8%. bad weather and a sluggish economy were blamed for the rise. the increase  was due primarily to the onstart of winter   labour office chief frank-juergen weise said.  unadjusted  the figures showed unemployment rose 206 900 to 4.64 million - with many sectors such as construction laying off workers amid bad weather.  the three years of stagnation in the german economy came to an end in 2004. but the upturn is still not strong enough  to boost the labour market  mr weise added. news of the rise came as government welfare reforms came into force  a move that is expected to see unemployment swell still further in coming months. under the hartz iv changes  the previous two tier system of benefits and support for the long term unemployed has been replaced with one flat-rate payout. in turn  that means more people will be classified as looking for work  driving official figures higher.   be prepared for a nasty figure for january 2005  about five million unemployed on a non-seasonally adjusted basis   warned hvb group economist andreas rees. but he did add that the numbers should  subside  throughout the year  to remain near 2004 s level of 4.4 million jobless.  i don t expect a strong and lasting turnaround until 2006   german economy minister wolfgang clement said. by 2010  however  the hartz iv reforms should help cut the average jobless rate to between 3% and 5%  he added. europe s biggest economy has been too weak to create work as it struggles to shake off three years of economic stagnation. in recent months companies such as adam opel - the german arm of us carmaker general motors - and retailer karstadtquelle have slashed jobs.
entertainment,vera drake s bafta triumph hope at the bafta film awards on saturday night  there is the prospect that a home-grown movie could walk off with a clutch of trophies.  vera drake  mike leigh s tale about a 1950s backstreet abortionist  is nominated in 11 categories. these include best film  best director and best actress shortlist for imelda staunton who plays the eponymous character. the film has spent months being lauded with prizes  from the venice film festival to five awards from the london critics  circle on wednesday night.  the baftas has a tradition of honouring british cinema  and this year vera drake is the obvious candidate to be heaped with praise. empire magazine s reviews editor dan jolin said the film had  a very good chance  of doing well on saturday  predicting that it would collect five or six awards.  i don t think it s going to do a lord of the rings-style sweep  but imelda staunton is a shoo-in for best actress   he said.   a best director prize for mike leigh and best british film are also likely and it could steal some awards from heavily-nominated competitors the aviator and finding neverland.  mr jolin tipped another contender - most likely the aviator - to walk away with the bafta for best film  and added that finding neverland had been lavished with nominations but not trophies. strong oscar contenders million dollar baby and sideways did not figure in the bafta nominations  giving vera drake greater potential to walk away with the big prizes.   there is a sense that this film is ours and we should slap our own guys on the back. out of all the films in the running for the baftas  vera drake is the true blue british one.    if mike leigh is going to win awards for anything  it should be vera drake at this year s baftas   said mr jolin  adding that the film was probably his most technically accomplished and lavish work yet. mr jolin also tipped phil davis for a best supporting actor prize for his role in vera drake but felt that heather craney could be outdone by kate winslet or natalie portman in the supporting actress category.  if there is anywhere where this film is going to win  it will be at the baftas   he said.  the guardian s film critic peter bradshaw felt that there  might well be  a sweep of awards for vera drake on saturday night.  i hope that bafta voters will respond to the extremely high standard of acting from the whole cast of the film. if bafta can t do so  what hope is there   he said. mr bradshaw felt that mike leigh s  masterpiece  was entitled to the best film award - leaving dead man s shoes  harry potter and the prisoner of azkaban  my summer of love and shaun of the dead to slug it out for the best british film trophy.  i will be cheering if vera drake wins a whole host of awards   he added.
tech,millions to miss out on the net by 2025  40% of the uk s population will still be without internet access at home  says a study.  around 23 million britons will miss out on a wide range of essential services such as education and medical information  predicts the report by telecoms giant bt. it compares to 27 million  or 50%  of the uk  who are not currently online. the idea that the digital divide will evaporate with time is  wishful thinking   the report concludes.  the study calls on the government and telecoms industry to come up with new ways to lure those that have been bypassed by the digital revolution. although the percentage of britons without home access will have fallen slightly  those that remain digital refuseniks will miss out on more  the report suggests. as more and more everyday tasks move online and offline services become less comprehensive  the divide will become more obvious and more burdensome for those that have not got net access  it predicts.  the gap between  have-nets  and  have-nots  has been much talked about  but predictions about how such a divide will affect future generations has been less discussed. bt set out to predict future patterns based on current information and taking account of the way technology is changing. optimists who predict that convergence and the emergence of more user-friendly technology will bridge the digital divide could be way off mark  the report suggests.  internet access on other devices tends to be something taken up by those who already have it   said adrian hosford  director of corporate responsibility at bt. costs of internet access have fallen dramatically and coverage in remote areas have vastly improved over the last year but the real barrier remains psychological.  there is a hard rump of have-nots who are not engaging with the net. they don t have the motivation or skills or perceive the benefits   said mr hosford.  as now  the most disadvantaged groups are likely to remain among low income families  the older generation and the disabled.  those on low incomes will account for a quarter of the digital have-nots  the disabled will make up 16% and the elderly nearly a third by 2025  the report forecasts. organisations such as bt have a responsibility to help tackle the problem  said mr hosford. the telco has seen positive results with its everybody online project which offers internet access to people in eight deprived communities around britain. in one area of cornwall with high levels of unemployment  online training helped people rewrite cvs and learn skills to get new jobs  explained mr hosford. such grassroot activity addressing the specific needs of individual communities is essential is the problem of the digital divide is to be overcome  he said.  if we don t address this problem now  it will get a lot worse and people will find it more difficult to find jobs  education opportunities will be limited and they ll simply not be able to keep up with society   he said. the alliance for digital inclusion  an independent body with members drawn from government  industry and the voluntary sector has recently been set up to tackle some of the issues faced by the digital refuseniks.
business,nasdaq planning $100m share sale the owner of the technology-dominated nasdaq stock index plans to sell shares to the public and list itself on the market it operates.  according to a registration document filed with the securities and exchange commission  nasdaq stock market plans to raise $100m (£52m) from the sale. some observers see this as another step closer to a full public listing. however nasdaq  an icon of the 1990s technology boom  recently poured cold water on those suggestions.  the company first sold shares in private placements during 2000 and 2001. it technically went public in 2002 when the stock started trading on the otc bulletin board  which lists equities that trade only occasionally. nasdaq will not make money from the sale  only investors who bought shares in the private placings  the filing documents said. the nasdaq is made up shares in technology firms and other companies with high growth potential. it was the most potent symbol of the 1990s internet and telecoms boom  nose-diving after the bubble burst. a recovery in the fortunes of tech giants such as intel  and dot.com survivors such as amazon has helped revive its fortunes.
business,could yukos be a blessing in disguise  other things being equal  the notion of entrepreneurs languishing in jail while their companies are sold off for a song ought to be bad for business.  but in the looking-glass world of modern russia  the opposite might just be true  a new report* has argued. the study  from the centre for economic policy research  does not praise the rough handling of oil company yukos. but it argues that more rigorous tax policing has benefited all russian firms  even targets of the tax police.  an increase in tax enforcement can increase the amount [of dividends and other income] outside shareholders will receive  even accounting for increased levels of taxation   the authors say.  the paper s reasoning is complex  and is based on a sophisticated model of the relationship between tax regimes and corporate governance - in particular  the propensity of management to steal from the company. the calculations demonstrated what many russian analysts already knew: that increasing the tax rate increases the amount that managers steal  since undeclared income becomes relatively more valuable. in the west  meanwhile  higher tax rates translate far more smoothly into higher government revenues. on the other hand  increasing the rigour with which taxes are collected encourages companies to become more transparent  forcing them to be able to demonstrate their financial position far more accurately. the net result  the authors say  is that the extra amount companies pay in tax is more than compensated for by greater efficiency and financial soundness.  after vladimir putin became president in 2000  he did not raise taxes  but put a lot of effort - too much  critics argue - into enforcement.  since then  the russian stock market has more than trebled in value  a rise the authors attribute at least in part to the newly tough approach. the report highlights the case of sibneft  a russian oil company that came close to merging with yukos last year. after mr putin came to power  the company s overall effective tax rate rose from 2.6% to 10.4%  and sibneft was the target of a series of aggressive raids by fiscal police. but shareholders benefited hugely: sibneft started to pay dividends - $53m in 2000 and almost $1bn in 2001 - and closed down the network of opaque subsidiaries it had previously used for siphoning off unofficial funds. according to the authors  although a variety of changes were sweeping through russian industry at the time  the increase in tax enforcement is the only likely explanation for the change of fortunes at sibneft and many of its peers.  does this analysis make sense  in part  certainly. for all its faults  corporate russia has become far more orderly and law-abiding since 2000. companies have rushed to list their shares on international stock exchanges - something unthinkable in the wilder days of the 1990s - and most large firms now produce their accounts to international standards. foreign direct investment  long negligible  is starting to flow in serious amounts - $7bn in 2003 - and stock market returns have been among the healthiest in europe. but the authors  model does not quite cover all the complexities. for a start  the model assumes that the various parties have clearly-defined motivation: companies want to maximise profit  governments want to maximise tax revenue. in fact  the alarmingly close connections between big business and government in russia - connections often greased by bribery - blur the apparently antagonistic relationship. companies can  for example  persuade officials to overlook non-payment of taxes.  and the authors  definition of tax enforcement seems unrealistically western. genuine  disinterested tax collection might well work wonders in russia; the problem with recent examples has been the erratic and unpredictable way laws are enforced. the case against yukos  for example  has moved in fits and starts  with little clarity from the government about its intentions  and little faith from investors that the letter of the law would be followed. as far as most commentators are concerned  the state is pursuing yukos out of a political vendetta  rather than simply to enforce fiscal rectitude. since yukos  founder  mikhail khodorkovsky  was arrested a year ago  the russian market has dropped by 10% - an indication that few investors feel optimistic about the salutary effect on corporate performance.
sport,henin-hardenne beaten on comeback justine henin-hardenne lost to elena dementieva in a comeback exhibition match in belgium on sunday for her second defeat in two days.  and the belgian  who has slipped to eight in the world after struggling with a virus  faces a tough australian open title defence next month.  i will be heading to australia with a lot of question marks over me  i know that   she said.  but i think there ll be less pressure than last time even if i am champion.  henin-hardenne was speaking after a 6-2 5-7 6-2 loss to world number six dementieva in charleroi  belgium  on sunday. the previous day  the olympic champion went down 6-2 7-5 to france s nathalie dechy.   i have to be positive  i still have a few weeks   she said.  my body has to get accustomed again to the stress  the rhythm.  henin-hardenne slid down the world rankings in the second half of 2004 after contracting the illness in april. after an initial lay-off  she was forced off the circuit for a second time after being knocked out of the french open in the second round. a comeback at the us open after a three-month absence ended when she crashed out at the fourth-round stage. but despite her problems  she still won five of the nine official tournaments she entered in 2004 and won olympic gold in athens  an achievement which saw her named belgian sportswoman of the year on friday.  physically  it s obvious that i hit rock bottom   said the 22-year-old  who will make her comeback in the sydney international from 10-16 january.  since april  with the exception of the olympics  i have not done much.  all the successes i had prior to that were mainly due to the work i put in on building up my fitness.  now it s time to get back to putting in 200% effort and i think i am capable of doing that.
sport,barkley fit for match in ireland england centre olly barkley has been passed fit for sunday s six nations clash with ireland at lansdowne road.  barkley withdrew from bath s team for friday s clash with gloucester after suffering a calf injury in training. gloucester centre henry paul has also been cleared to play after overcoming an ankle injury. england coach andy robinson  who names his team on wednesday  has called up bath prop duncan bell following phil vickery s broken arm. with vickery sidelined for at least six weeks and julian white out with a neck injury  bell could make his england debut. bell  30  had set his sights on an international career with wales. but last december  the international rugby board confirmed that he could only be eligible for england as he had travelled on tour with them in 1998.  i thought i d burned all my bridges with england when i expressed an interest in wanting to play for wales  so it s fantastic to get this opportunity   he said. bell  who featured in the england a side which beat france 30-20 10 days ago  added:  i recognise that i got into the england a squad because of injuries.  and it s the same again in getting into the senior squad. but now that i have this opportunity i intend to take it fully if selected and play my heart out for my country.   england coach andy robinson could take a gamble and call inexperienced sale sharks prop andrew sheridan into his front row. but sheridan favours the loosehead side of the scrum and a more likely scenario is for uncapped bell - who was among the try-scorers when england a beat france a 30-20 nine days ago - to be drafted in.
entertainment,downloads enter us singles chart digital music downloads are being included in the main us singles chart for the first time.  billboard s hot 100 chart now incorporates data from sales of music downloads  previously only assigned to a separate download chart. green day s boulevard of broken dreams is currently number two in billboard s pop chart  and tops its digital chart. download sales are due to be incorporated into the uk singles chart later this year.  digital sales in the us are already used to compile billboard s hot digital sales chart. they will now be tallied with sales of physical singles and airplay information to make up its new hot 100 chart. its second new chart - the pop 100 - also combines airplay  digital and physical sales but confines its airplay information to us radio stations which play chart music. in addition to green day  other artists in the current us digital sales top 10 include kelly clarkson  the game and the killers.  sales of legally downloaded songs shot up more than tenfold in 2004  with 200 million track purchased online in the us and europe in 12 months  the international federation of the phonographic industry (ifpi) reported last month. in the uk sales of song downloads overtook those for physical singles for the first time at the end of last year. the last week of december 2004 saw download sales of 312 000 compared with 282 000 physical singles  according to the british phonographic industry. the uk s first official music download chart was launched last september  compiling the most popular tracks downloaded from legal uk sites - including itunes  od2  mycokemusic.com and napster. westlife s flying without wings - a 1999 track reissued for the occasion - was the first number one of the uk download chart.  a spokesman for the british phonographic industry (bpi) said the first combined uk download and sales chart was due to be compiled  within the first half of this year .  work is going on across the music business right now to make sure the new chart works to plan   he said. the bpi spokesman described the uk music download chart  compiled by the official charts company  as having been  a great success  since its launch.  it has provided a focus for the industry and has really driven interest in downloads among music fans   he said.
sport,wales want rugby league training wales could follow england s lead by training with a rugby league club.  england have already had a three-day session with leeds rhinos  and wales are thought to be interested in a similar clinic with rivals st helens. saints coach ian millward has given his approval  but if it does happen it is unlikely to be this season. saints have a week s training in portugal next week  while wales will play england in the opening six nations match on 5 february.  we have had an approach from wales   confirmed a saints spokesman.  it s in the very early stages but it is something we are giving serious consideration to.  st helens  who are proud of their welsh connections  are obvious partners for the welsh rugby union  despite a spat in 2001 over the collapse of kieron cunningham s proposed £500 000 move to union side swansea. a similar cross-code deal that took iestyn harris from leeds to cardiff in 2001 did go through  before the talented stand-off returned to the 13-man code with bradford bulls. kel coslett  who famously moved from wales to league in the 1960s  is currently saints  football manager  while clive griffiths - wales  defensive coach - is a former st helens player and is thought to be the man behind the latest initiative. scott gibbs  the former wales and lions centre  played for st helens from 1994-96 and was in the challenge cup-winning team at wembley in 1996.
politics,lords wrong on detainees - straw jack straw has attacked the decision by britain s highest court that detaining foreign terrorist suspects without trial breaks human rights laws.  the foreign secretary said the right to life was the  most important liberty  and the government had a duty to protect people from terrorism. law lords were  simply wrong  to imply the men were being held arbitrarily. new home secretary charles clarke vowed the nine men would remain in prison while the law was being reviewed.  the house of lords ruled by an eight to one majority in favour of appeals by the men - dealing a major blow to the government s anti-terror policy.  but mr straw denied it amounted to a  constitutional crisis . he said those held had a right of appeal to the special immigration appeal tribunal and the decision to hold the suspects was upheld by that court.  the law lords are simply wrong to imply that this is a decision to detain these people on the whim or the certificate of the home secretary   he told bbc radio 4 s today programme. the foreign secretary insisted it was for parliament  and not judges  to decide how best britain could be defended against the threat of terrorism. but liberal democrat peer lord carlile  the government s independent reviewer of anti-terrorism laws  said it was possible some of the detainees could now be released. he said the law lords  ruling was an  embarrassment  for the government and major changes were needed to the law.  the ruling came on charles clarke s first day as home secretary following david blunkett s resignation. in a statement to mps  mr clarke said:  i will be asking parliament to renew this legislation in the new year.   in the meantime  we will be studying the judgment carefully to see whether it is possible to modify our legislation to address the concerns raised by the house of lords.  the detainees took their case to the house of lords after the court of appeal backed the home office s powers to hold them without limit or charge. the government opted out of part of the european convention on human rights concerning the right to a fair trial in order to bring in anti-terrorism legislation in response to the 11 september attacks in the us. any foreign national suspected of links with terrorism can be detained or can opt to be deported. but those detained cannot be deported if this would mean persecution in their homeland. on thursday  lord bingham - a senior law lord - said the rules were incompatible with the european convention on human rights as they allowed detentions  in a way that discriminates on the ground of nationality or immigration status  by justifying detention without trial for foreign suspects  but not britons. lord nicholls of birkenhead  in his ruling  said:  indefinite imprisonment without charge or trial is anathema in any country which observes the rule of law.  in a statement  detainee  a  in woodhill prison said:  i hope now that the government will act upon this decision  scrap this illegal  law  and release me and the other internees to return to our families and loved ones.  the case was heard by a panel of nine law lords rather than the usual five because of the constitutional importance of the case. solicitor gareth pierce  who represents eight of the detainees  claimed the detention had driven four of the detainees to  madness   saying two were being held in broadmoor hospital.
sport,hewitt falls to dent lleyton hewitt suffered a shock defeat to taylor dent in the quarter-finals of the australian hardcourt championships in adelaide on friday.  the top seed was a strong favourite for the title but went down 7-6 (7-4) 6-3 to the american. dent will face juan ignacio chela next after the fourth seed was too strong for jurgen melzer. olivier rochus beat third seed nicolas kiefer 6-7 (4-7) 7-6 (8-6) 7-5 and will take on second seed joachim johansson. the swede reached the last four by beating compatriot thomas enqvist 6-3 4-6 6-1.  i felt like i was striking the ball much better   said johansson.  i felt like i had a lot of break chances  i didn t take care of them all  but i broke him four times and he only broke me once.  i felt that was the key to get up in the set early.
business,uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme.  officials in cojedes state said on friday that farmland owned by a subsidiary of the vestey group would be taken and used to settle poor farmers. the government is cracking down on so-called latifundios  or large rural estates  which it says are lying idle. the vestey group said it had not been informed of any planned seizure.  the firm  whose agroflora subsidiary operates 13 farms in venezuela  insisted that it had complied fully with venezuelan law. prosecutors in the south of the country have targeted hato el charcote  a beef cattle ranch owned by agroflora. according to reuters  they plan to seize 12 900 acres (5 200 hectares) from the 32 000 acre (13 000 hectare) farm.  officials claim that agroflora does not possess valid documents proving its ownership of the land in question. they also allege that areas of the ranch are not being used for any form of active production.  the legal boundaries did not match up with the actual boundaries and there is surplus   state prosecutor alexis ortiz told reuters.  as a consequence the government has taken action.   controversial reforms passed in 2001 give the government the right to take control of private property if it is declared idle or ownership cannot be traced back to the 19th century.  critics say the powers - which president chavez argues are needed to help the country s poorest citizens and develop the venezuelan economy - trample all over private property rights. the vestey group said it had owned the land since 1920 and would co-operate fully with the authorities. but a spokesman added:  agroflora is absolutely confident that what it has submitted will demonstrate the legality of its title to the land.  the company pointed out that the farm  which employs 300 workers  provides meat solely for the venezuelan market.  last month  the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40 000. the authorities said landowners whose titles were in order and whose farms were productive had  nothing to fear . under president chavez  the venezuelan government has steadily expanded the state s involvement in the country s economy. it recently said all mining contracts involving foreign firms would be examined to ensure they provided sufficient economic benefits to the state.
sport,wales critical of clumsy grewcock wales coach mike ruddock says england lock danny grewcock needs to review his actions after he kicked dwayne peel.  trouble flared at a ruck in the first half of wales  11-9 win in cardiff as grewcock came recklessly over the top with his boot  leaving peel bloodied. grewcock was sin-binned with wales captain gareth thomas for retaliation.  it s up to the citing commissioner   said ruddock.  i m not saying it s deliberate  but grewcock did a similar thing for bath against leinster.  last june grewcock was banned from rugby for two months for reckless use of a boot in a match against new zealand.  six years earlier  also in new zealand  grewcock became only the second england player to be sent off in tests. the player himself and his captain jason robinson have both said that the clash with peel was accidental.  if the ball is at the back of the ruck and i feel i can step over and disrupt it then i will do that   said grewcock. but ruddock feels that the england man should be more careful.  the boy himself should look at his actions  it was a clumsy piece of footwork   he said.  he s a great player and i don t want to knock him  we won t be calling for the match commissioner to review the incident.  i m not going to go too far with the lad. it could just be a clumsy action and dwayne had just a minor cut.  the referee s interpretation was that grewcock was attempting to step over the ruck.  ruddock also warned his rbs 6 nations championship rivals that his team can make massive improvements.  we created more opportunities and also squandered them by taking more contact and playing more individually   said the coach.  we ve looked through things on the video debrief and there were definitely a lot of chances that we wasted.  in the forthcoming games  ruddock may use penalty hero gavin henson as his first-choice kicker in place of stephen jones.  our first aim was to get gavin settled into the team  but it s something we ll talk about in selection this week   said ruddock.
business,deutsche boerse boosts dividend deutsche boerse  the german stock exchange that is trying to buy its london rival  has said it will boost its 2004 dividend payment by 27%.  analysts said that the move is aimed at winning over investors opposed to its bid for the london stock exchange. critics of the takeover have complained that the money could be better used by returning cash to shareholders. deutsche boerse also said profit in the three months to 31 december was 120.7m euros ($158.8m; £83.3m). sales climbed to 364.4m euros  lifting revenue for the year to a record 1.45bn euros.  frankfurt-based deutsche boerse has offered £1.3bn ($2.48bn; 1.88bn euros) for the london stock exchange. rival pan-european bourse euronext is working also on a bid. late on monday  deutsche boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier.  there is a whiff of a sweetener in there   anais faraj  an analyst at nomura told the bbc s world business report.  most of the disgruntled shareholders of deutsche boerse are complaining that the money that is being used for the bid could be better placed in their hands  paid out in dividends   mr faraj continued. deutsche boerse is  trying to buy them off in a sense   he said.
politics,police probe bnp mosque leaflet police are investigating a british national party leaflet posted to homes in south wales opposing plans for a new mosque.  anti-racism campaigners in swansea have handed copies to south wales police. swansea s muslim community is raising money to open a new mosque and community centre in the former st andrews united reform church. the building on george street has been derelict since the 1980s.  taha idris  director of the swansea bay race equality council  said his organisation contacted police after receiving complaints from the public.  i m quite shocked to see this sort of leaflet by the bnp in swansea   he said.   the bnp has tried in the past to get into swansea and this is another example of them trying again.  i am in no doubt that the bnp are not needed and not wanted here.  a south wales police spokeswoman confirmed that they were looking at the contents of the leaflet. according to the bnp s website  they have been posted to homes in the castle ward. the bnp website carries a photograph of party leader nick griffin - who lives near welshpool  mid wales - delivering the leaflet. the bnp has denied it is trying to stir up hatred of any race or religion  but argues that they should be able to debate this without fear of arrest. swansea unite against fascism (uaf) is meeting this week to plan a campaign. following the death earlier this year of kalan kawa karim  an iraqi kurd living in swansea  it organised an anti-racism march in the city that was supported by more than 1 000 people. it is planning its own mail shot campaign and may launch a petition in support of the plans for the mosque.  andy richards  of swansea uaf  said the leaflet was exactly what he had come to expect from the bnp.   the people of swansea will not put up with this.  swansea s muslim community bought the former church  just across the road from the existing mosque on st helen s road  in the late 1990s. mr idris said the community was now raising money to renovate the building.  it is a landmark building in swansea and would otherwise just crumble   he said.  it is the ideal opportunity for the building to be restored and used in the proper manner.  it will be a muslim community centre. it s a holistic place used for education  weddings  deaths and births.  he said space was limited in the current mosque and on some occasions muslims had to travel to llanelli for cultural events.
politics,protesters plan airport challenge campaigners against the expansion of britain s airports have begun challenging the government s plans in the high court.  baa s expansion of stansted airport in essex by building an extra runway is one of the most fiercely opposed plans. opponents say the £2bn cost of the new runway could not be met unless cash from heathrow and gatwick was used. they said this is illegal under current rules and are trying to block the government from changing legislation. baa are also owners of the airports at heathrow and gatwick. they have said they cannot raise the money needed for the stansted upgrades from current landing charges. baa also says it has attempted to involve communities in any future airport plans.  groups challenging the plans include stop stansted expansion  heathrow anti-noise campaigners hacan clearskies and the london boroughs of hillingdon and wandsworth. their opponents are also likely to complain there was no public consultation before an extra runway was built at luton airport  or when it changed take-off and landing procedures at heathrow. if the group wins  the government s future aviation plans outlined in last year s transport white paper could be left in ruins.  the campaigners will say the government did not adequately consider the building of new airports  such as one planned for the isle of sheppey east of london. lord hanningfield  leader of essex county council  told bbc radio 4 s today programme:  we are going to the high court because we want a judge to rule there should be a proper inquiry.  we want a judge to say there has been inadequate preparation  consultation and thought before the government came out with its green paper.  then there could be a proper debate nationally about where this extra capacity should go.  he added:  politicians should not decide where runways should be.  the stansted expansion  apart from the building of the new runway  would also need to include new terminal buildings to deal with the projected 50m passengers who will use it every year.  the airport is the hub of many of the no-frills airlines operating in the uk. but baa has said it has attempted to involve communities in any future airport plans. at heathrow  gatwick  edinburgh and glasgow airports  baa launched a series of consultations on blight to properties from the proposed expansion in september 2004  which will close next week. baa is also offering to buy noise-hit properties for an index-linked  unblighted price. at heathrow  baa said it was working closely with all interested parties to see how the strict environmental  air quality and noise targets for a third runway can be met. at gatwick  the company has written to homes and business likely to be affected by any extra runway.
business,ericsson sees earnings improve telecoms equipment supplier ericsson has posted a rise in fourth quarter profits thanks to clients like deutsche telekom upgrade their networks.  operating profit in the three months to 31 december was 9.5bn kronor (£722m; $1.3bn) against 6.3bn kronor last year. shares tumbled  however  as the company reported a profit margin of 45.6%  less than the 47.3% forecast by analysts and down from 47.1% in the third quarter. ericsson shares dropped 5.9% to 20.7 kronor in early trading on thursday. however  the company remained optimistic about its earnings outlook after sales in the fourth quarter rose 9% to 39.4bn kronor.  long-term growth drivers of the industry remain solid   ericsson said in a statement.  chief executive carl-henric svanberg explained that about  27% of the world s population now has access to mobile communications .  this is exciting for a company with a vision of an all-communicating world   he added. mr svanberg  however  warned that the extra demand that had driven 2004 sales had already dissipated and it was  business as usual . he added that sales in the first three months of 2005 would be subject to  normal seasonality . for the whole of 2004  ericsson returned a net profit of 19bn kronor  compared with a loss of 10.8bn kronor in 2003. sales climbed to 131.9 billion kronor from 117.7bn kronor in 2003.
